Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base,Taker buy quote,Ignore,Close_n1,Close_1n,Close_2n,Close_3n,Close_4n,Close_5n,Close_6n,Close_7n,clust
20170919,4060.0,4089.97,3830.91,3910.04,902.332129,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,0,3900.0,4035.01,3699.99,3714.95,3700.0,3189.02,3944.69,4163.72,1
20170926,3928.0,3976.99,3850.05,3882.35,526.727987,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,0,4193.0,3920.75,3660.02,3780.0,3595.87,3609.99,3900.0,3910.04,1
20170928,4192.11,4300.0,4101.0,4174.5,849.785325,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,0,4174.69,4193.0,3882.35,3920.75,3660.02,3780.0,3595.87,3609.99,1
20170930,4175.0,4380.0,4138.1,4378.51,720.353183,1506815999999,3088354.40084536,9324,292.966693,1258540.22252994,0,4378.48,4174.69,4174.5,4193.0,3882.35,3920.75,3660.02,3780.0,1
20171002,4400.0,4561.63,4360.0,4380.0,655.756974,1506988799999,2905282.77570845,8185,289.541406,1286786.89051625,0,4310.0,4378.48,4378.51,4174.69,4174.5,4193.0,3882.35,3920.75,1
20171003,4380.0,4467.33,4180.8,4310.0,1082.323563,1507075199999,4627422.74283879,12379,492.735181,2107462.11039911,0,4208.59,4380.0,4378.48,4378.51,4174.69,4174.5,4193.0,3882.35,1
20171004,4314.9,4373.0,4142.0,4208.59,868.465101,1507161599999,3676415.10054891,11006,292.928777,1237552.36930596,0,4292.43,4310.0,4380.0,4378.48,4378.51,4174.69,4174.5,4193.0,1
20171005,4208.59,4355.0,4110.0,4292.43,779.138638,1507247999999,3295532.82397779,9158,351.042019,1483036.83360606,0,4369.0,4208.59,4310.0,4380.0,4378.48,4378.51,4174.69,4174.5,1
20171010,4786.95,4960.0,4680.59,4783.06,1043.221773,1507679999999,5044283.86347582,11967,678.832674,3289613.76073974,0,4821.43,4786.95,4640.0,4423.0,4369.0,4292.43,4208.59,4310.0,1
20171011,4783.06,4881.61,4710.0,4821.43,753.429396,1507766399999,3609240.90903919,5895,540.087975,2586977.71897445,0,5430.0,4783.06,4786.95,4640.0,4423.0,4369.0,4292.43,4208.59,1
20171017,5760.0,5774.98,5508.63,5595.0,1429.869376,1508284799999,8041662.31881055,9755,688.766779,3874630.11789208,0,5512.06,5760.02,5709.99,5869.99,5649.98,5430.0,4821.43,4783.06,1
20171018,5595.0,5596.0,5037.95,5512.06,2317.804373,1508371199999,12456909.97604373,14824,1039.622475,5582555.96464678,0,5683.9,5595.0,5760.02,5709.99,5869.99,5649.98,5430.0,4821.43,1
20171025,5506.92,5704.96,5286.98,5689.99,2282.813205,1508975999999,12544847.89154201,12026,1102.091326,6072831.20164732,0,5861.77,5477.03,5915.93,5950.02,6024.97,6010.01,5683.9,5512.06,1
20171026,5670.1,5939.99,5650.0,5861.77,1972.965882,1509062399999,11417126.63602561,11429,779.739997,4524676.60186949,0,5768.83,5689.99,5477.03,5915.93,5950.02,6024.97,6010.01,5683.9,1
20171027,5861.77,5980.0,5649.24,5768.83,1403.706416,1509148799999,8167069.73635031,8305,624.087409,3639525.74476665,0,5719.64,5861.77,5689.99,5477.03,5915.93,5950.02,6024.97,6010.01,1
20171028,5768.79,5850.02,5630.03,5719.64,1276.754412,1509235199999,7308076.01911184,8556,522.437128,2992463.28829385,0,6169.98,5768.83,5861.77,5689.99,5477.03,5915.93,5950.02,6024.97,1
20171029,5709.98,6189.88,5648.01,6169.98,1804.778173,1509321599999,10620967.62459168,10651,954.170196,5607341.71306722,0,6120.5,5719.64,5768.83,5861.77,5689.99,5477.03,5915.93,5950.02,1
20171030,6133.01,6248.68,6030.0,6120.5,1473.687043,1509407999999,9030219.28673499,9027,568.13297,3484470.96871416,0,6463.0,6169.98,5719.64,5768.83,5861.77,5689.99,5477.03,5915.93,1
20171031,6120.52,6498.01,6100.0,6463.0,1511.774925,1509494399999,9487640.8400991,12503,666.763568,4189144.86604943,0,6753.98,6120.5,6169.98,5719.64,5768.83,5861.77,5689.99,5477.03,1
20171101,6463.0,6774.67,6338.02,6753.98,1675.615188,1509580799999,10951171.07254041,16775,681.762424,4456444.95893702,0,7019.98,6463.0,6120.5,6169.98,5719.64,5768.83,5861.77,5689.99,1
20171102,6753.98,7300.0,6685.1,7019.98,2503.610803,1509667199999,17369001.33091877,20222,1152.043042,8002005.80575711,0,7115.04,6753.98,6463.0,6120.5,6169.98,5719.64,5768.83,5861.77,1
20171103,7010.31,7346.34,6923.0,7115.04,1891.497592,1509753599999,13614451.74654126,15375,790.186344,5689002.21482195,0,7357.09,7019.98,6753.98,6463.0,6120.5,6169.98,5719.64,5768.83,1
20171106,7345.1,7401.0,6906.0,6960.12,1763.019261,1510012799999,12673524.6216398,13525,730.003787,5258426.96569148,0,7064.04,7345.01,7357.09,7115.04,7019.98,6753.98,6463.0,6120.5,1
20171107,6981.72,7198.49,6901.0,7064.04,1440.259494,1510099199999,10173272.33780804,13132,591.187992,4181187.39303234,0,7303.0,6960.12,7345.01,7357.09,7115.04,7019.98,6753.98,6463.0,1
20171112,6245.05,6630.0,5325.01,5811.03,4968.483069,1510531199999,29711508.60084671,31069,2267.410744,13607604.41635319,0,6465.99,6245.05,6506.98,7079.99,7303.0,7064.04,6960.12,7345.01,1
20171115,6575.99,7298.0,6575.99,7240.06,1779.605845,1510790399999,12446186.45092821,10313,958.59199,6705958.0325874,0,7864.5,6574.99,6465.99,5811.03,6245.05,6506.98,7079.99,7303.0,1
20171116,7240.14,7940.0,7076.0,7864.5,2331.95675,1510876799999,17499577.25815967,14961,1196.410717,8973214.5702364,0,7699.19,7240.06,6574.99,6465.99,5811.03,6245.05,6506.98,7079.99,1
20171117,7876.98,7989.0,7451.0,7699.19,3982.395925,1510963199999,31024092.61951179,22012,1910.208237,14893068.96849563,0,7761.94,7864.5,7240.06,6574.99,6465.99,5811.03,6245.05,6506.98,1
20171119,7761.94,8123.15,7650.33,8038.0,3867.340444,1511135999999,30322635.7689457,14897,2097.613346,16448877.84771707,0,8212.0,7761.94,7699.19,7864.5,7240.06,6574.99,6465.99,5811.03,1
20171121,8212.49,8400.0,7801.0,8119.51,4544.474016,1511308799999,37074997.58090905,20798,2222.291215,18131894.11366924,0,8205.92,8212.0,8038.0,7761.94,7699.19,7864.5,7240.06,6574.99,1
20171123,8233.03,8260.0,8000.0,8019.99,4093.952687,1511481599999,33400702.99957629,16625,2163.755131,17665030.24869222,0,8138.0,8205.92,8119.51,8212.0,8038.0,7761.94,7699.19,7864.5,1
20171124,8019.97,8369.0,7850.0,8138.0,4411.789112,1511567999999,35840264.45804051,19754,2166.425275,17613353.73937526,0,8700.01,8019.99,8205.92,8119.51,8212.0,8038.0,7761.94,7699.19,1
20171128,9650.0,9939.0,9570.5,9896.8,4917.210985,1511913599999,48235644.0576554,18923,2431.138502,23851135.77284698,0,9687.88,9650.0,9128.02,8700.01,8138.0,8019.99,8205.92,8119.51,1
20171129,9896.79,11300.03,8520.0,9687.88,13352.538715,1511999999999,135976167.45757934,47894,8662.632362,88423971.28943045,0,9838.96,9896.8,9650.0,9128.02,8700.01,8138.0,8019.99,8205.92,1
20171130,9687.88,10900.0,8850.8,9838.96,9389.574329,1512086399999,91430904.34116387,41153,5360.660242,52384338.03597776,0,10782.99,9687.88,9896.8,9650.0,9128.02,8700.01,8138.0,8019.99,1
20171202,10775.04,11190.0,10620.0,10890.01,4765.439757,1512259199999,52046689.84006951,29694,2390.194275,26111051.97904352,0,11165.41,10782.99,9838.96,9687.88,9896.8,9650.0,9128.02,8700.01,1
20171205,11571.03,11853.0,11447.68,11699.99,5550.732055,1512518399999,64721253.04527842,31317,3135.630565,36570499.65542363,0,13550.05,11579.0,11165.41,10890.01,10782.99,9838.96,9687.88,9896.8,1
20171209,15880.01,16269.3,12535.0,14656.07,13918.758687,1512863999999,205372672.98786432,66738,7988.323023,118308773.57971704,0,14899.98,15880.0,16599.0,13550.05,11699.99,11579.0,11165.41,10890.01,1
20171210,14664.01,15720.12,12368.0,14899.98,16553.037173,1512950399999,233767963.46201488,80669,8736.869344,123176894.48606697,0,16587.97,14656.07,15880.0,16599.0,13550.05,11699.99,11579.0,11165.41,1
20171212,16587.97,16976.45,15875.0,16349.99,9436.802411,1513123199999,155716213.09834388,76032,4395.051525,72561808.35535774,0,16033.29,16587.97,14899.98,14656.07,15880.0,16599.0,13550.05,11699.99,1
20171216,17516.81,19539.0,17190.01,19102.66,4202.628709,1513468799999,76293721.36508314,51777,2308.847163,41958921.17812987,0,18860.02,17539.83,16334.98,16033.29,16349.99,16587.97,14899.98,14656.07,1
20171218,18860.04,19300.0,17029.98,18856.25,10624.633071,1513641599999,196339245.745198,91956,4690.302146,86666689.06405357,0,17295.2,18860.02,19102.66,17539.83,16334.98,16033.29,16349.99,16587.97,1
20171219,18856.25,18950.0,16300.0,17295.2,13210.74822,1513727999999,232790625.92336664,116569,5740.506184,101134115.9201646,0,16488.98,18856.25,18860.02,19102.66,17539.83,16334.98,16033.29,16349.99,1
20171220,17295.2,17720.35,14777.66,16488.98,13450.496693,1513814399999,221193892.50223887,129762,5732.664035,94404363.82531904,0,15492.64,17295.2,18856.25,18860.02,19102.66,17539.83,16334.98,16033.29,1
20171221,16480.52,17309.5,14022.0,15492.64,20324.2173,1513900799999,320176825.29037607,117731,11672.760789,184537677.7923892,0,13326.61,16488.98,17295.2,18856.25,18860.02,19102.66,17539.83,16334.98,1
20171222,15514.03,15699.34,10961.0,13326.61,36076.271175,1513987199999,477509934.71828645,243261,17556.682449,233435309.648319,0,13300.0,15492.64,16488.98,17295.2,18856.25,18860.02,19102.66,17539.83,1
20171223,13326.61,14950.0,12978.18,13300.0,13141.538875,1514073599999,184759685.33206663,135005,6547.667326,92098774.4608775,0,13500.0,13326.61,15492.64,16488.98,17295.2,18856.25,18860.02,19102.66,1
20171224,13300.0,13819.99,11640.0,13500.0,28557.534988,1514159999999,365709589.60302895,173557,15365.113545,196993097.07332075,0,13699.34,13300.0,13326.61,15492.64,16488.98,17295.2,18856.25,18860.02,1
20171227,15709.98,16498.05,14200.15,15459.99,14959.864723,1514419199999,231229932.48204055,142202,7843.419761,121346099.97221792,0,14182.11,15689.01,13699.34,13500.0,13300.0,13326.61,15492.64,16488.98,1
20180102,13382.16,15473.49,12890.02,14675.11,20078.092111,1514937599999,279717107.4337192,177728,11346.326739,158080088.68331683,0,14919.51,13380.0,13716.36,12440.01,14378.9,14182.11,15459.99,15689.01,1
20180107,17069.79,17099.96,15610.0,16150.03,12493.125558,1515369599999,206194706.37068355,120269,6779.320508,112151163.1274352,0,14902.54,17069.79,16960.39,15059.54,14919.51,14675.11,13380.0,13716.36,1
20180116,13500.0,13542.93,9035.0,10900.0,63401.169175,1516147199999,722150828.1494024,418243,30353.401717,346777069.9337464,0,10988.79,13539.93,13474.99,14210.0,13740.01,13238.78,14907.09,14400.0,1
20180119,10960.0,11795.0,10360.0,11474.98,34129.375421,1516406399999,382773499.2265792,273271,16871.416355,189259676.8922224,0,12799.94,10961.97,10988.79,10900.0,13539.93,13474.99,14210.0,13740.01,1
20180121,12799.8,12799.8,10965.0,11530.0,41379.773426,1516579199999,485289230.8188924,360207,20574.760061,241154449.98183495,0,10760.05,12799.94,11474.98,10961.97,10988.79,10900.0,13539.93,13474.99,1
20180123,10760.05,11399.0,9905.0,10799.18,37473.922552,1516751999999,399419413.2329807,355286,18747.793828,199899519.2732997,0,11349.99,10760.05,11530.0,12799.94,11474.98,10961.97,10988.79,10900.0,1
20180124,10799.14,11570.48,10500.0,11349.99,27158.587762,1516838399999,299470607.4302002,293429,13087.393088,144335221.62540215,0,11175.27,10799.18,10760.05,11530.0,12799.94,11474.98,10961.97,10988.79,1
20180206,6939.63,7878.0,6000.01,7652.14,100201.500307,1517961599999,684364276.3666689,785996,49565.020794,339117633.4088549,0,7599.0,6939.99,8184.81,9199.96,8873.03,9224.52,10285.1,10237.51,1
20180208,7599.0,7844.0,7572.09,7784.02,1521.537318,1518049694788,11770168.04386595,12417,844.258813,6532638.63751892,0,8683.92,7599.0,7652.14,6939.99,8184.81,9199.96,8873.03,9224.52,1
20180213,8903.0,8950.0,8351.0,8539.9,35454.972956,1518566399999,305165143.6969234,401893,16558.45568,142530987.43930227,0,9449.99,8903.0,8063.88,8533.98,8683.92,7784.02,7599.0,7652.14,1
20180222,10439.02,10933.44,9679.0,9811.04,67060.166483,1519343999999,682006373.869588,506273,33029.297624,336067441.6325065,0,10131.04,10437.6,11200.99,11153.0,10383.43,11039.55,10159.98,10000.09,1
20180227,10321.0,10870.0,10121.0,10569.04,30705.385123,1519775999999,324295371.1414657,240542,15187.083738,160450471.4557678,0,10326.76,10324.0,9590.0,9694.51,10131.04,9811.04,10437.6,11200.99,1
20180302,10923.36,11200.0,10770.0,11039.0,23910.71009,1520035199999,262936307.0078576,211691,11893.333632,130864918.8230748,0,11464.48,10920.0,10326.76,10569.04,10324.0,9590.0,9694.51,10131.04,1
20180304,11464.47,11565.0,11050.02,11515.0,17295.918653,1520207999999,194849579.12502077,168359,8197.401595,92437014.46393472,0,11454.0,11464.48,11039.0,10920.0,10326.76,10569.04,10324.0,9590.0,1
20180306,11455.0,11455.0,10555.48,10716.48,29515.572363,1520380799999,323842216.64859617,250306,13482.297196,147874120.62232068,0,9910.0,11454.0,11515.0,11464.48,11039.0,10920.0,10326.76,10569.04,1
20180309,9267.07,9410.0,8329.0,9227.0,64112.291407,1520639999999,567082901.1319405,462712,31166.414848,275735446.01075995,0,8770.22,9271.64,9910.0,10716.48,11454.0,11515.0,11464.48,11039.0,1
20180310,9230.0,9490.0,8667.07,8770.22,37180.012857,1520726399999,341210248.41481787,288066,17639.827276,161991786.13432977,0,9533.57,9227.0,9271.64,9910.0,10716.48,11454.0,11515.0,11464.48,1
20180311,8770.22,9740.0,8450.0,9533.57,44325.973386,1520812799999,403491260.9275316,333367,21150.206944,192897625.6114657,0,9131.34,8770.22,9227.0,9271.64,9910.0,10716.48,11454.0,11515.0,1
20180318,7824.01,8317.4,7322.0,8189.99,59488.231711,1521417599999,458311733.5188204,423336,28216.510794,217530802.6198248,0,8600.0,7824.8,8260.0,8240.98,8170.0,9150.0,9131.34,9533.57,1
20180325,8531.25,8669.85,8365.77,8470.15,29001.769316,1522022399999,247023172.30795503,215660,14379.264362,122528263.982816,0,8134.23,8546.86,8898.03,8722.9,8885.0,8909.98,8600.0,8189.99,1
20180327,8134.22,8215.94,7730.0,7795.51,37427.64805,1522195199999,297609656.4404365,266540,18462.382105,146860645.0354061,0,7949.3,8134.23,8470.15,8546.86,8898.03,8722.9,8885.0,8909.98,1
20180329,7949.3,7975.0,6941.11,7090.14,54620.915125,1522367999999,405591158.6323181,359537,24584.811548,182402558.21113956,0,6840.23,7949.3,7795.51,8134.23,8470.15,8546.86,8898.03,8722.9,1
20180401,6922.0,7049.98,6430.0,6813.01,44071.430463,1522627199999,297470498.81956285,260942,21899.30066,147951173.82212943,0,7056.0,6923.91,6840.23,7090.14,7949.3,7795.51,8134.23,8470.15,1
20180402,6813.01,7125.0,6765.0,7056.0,32123.560072,1522713599999,224322159.41331607,206780,16365.683591,114292405.85810466,0,7405.21,6813.01,6923.91,6840.23,7090.14,7949.3,7795.51,8134.23,1
20180403,7063.97,7520.0,7011.01,7405.21,37787.331811,1522799999999,277080072.7617128,248143,19218.850485,140892233.113676,0,6796.1,7056.0,6813.01,6923.91,6840.23,7090.14,7949.3,7795.51,1
20180405,6796.1,6902.0,6566.69,6770.76,39029.73146,1522972799999,263446941.1321242,238476,18991.102712,128270766.86646058,0,6601.39,6796.1,7405.21,7056.0,6813.01,6923.91,6840.23,7090.14,1
20180406,6770.0,6850.0,6500.0,6601.39,27455.01192,1523059199999,182139799.80865908,162456,13778.063462,91424043.79892384,0,6895.8,6770.76,6796.1,7405.21,7056.0,6813.01,6923.91,6840.23,1
20180407,6601.39,7070.0,6586.28,6895.8,32269.578267,1523145599999,222323863.54144785,178577,16460.736226,113334533.85269152,0,7018.0,6601.39,6770.76,6796.1,7405.21,7056.0,6813.01,6923.91,1
20180408,6895.81,7109.13,6880.0,7018.0,21427.673165,1523231999999,149967346.66269,152461,11211.615946,78468498.47255658,0,6782.72,6895.8,6601.39,6770.76,6796.1,7405.21,7056.0,6813.01,1
20180409,7011.04,7185.0,6611.0,6782.72,34078.297206,1523318399999,234309953.7503344,212669,17046.428596,117289580.04655164,0,6843.9,7018.0,6895.8,6601.39,6770.76,6796.1,7405.21,7056.0,1
20180410,6781.55,6890.0,6656.0,6843.9,22326.728095,1523404799999,151417844.2663968,147755,11456.447936,77704393.55925176,0,6953.79,6782.72,7018.0,6895.8,6601.39,6770.76,6796.1,7405.21,1
20180411,6839.56,6990.0,6787.0,6953.79,23997.871177,1523491199999,165264003.41270605,155607,12530.65891,86309556.51736282,0,7923.0,6843.9,6782.72,7018.0,6895.8,6601.39,6770.76,6796.1,1
20180412,6953.78,8012.23,6743.2,7923.0,64861.595987,1523577599999,485176252.48933566,404588,33198.867785,248243486.4673706,0,7877.41,6953.79,6843.9,6782.72,7018.0,6895.8,6601.39,6770.76,1
20180413,7922.99,8233.39,7732.0,7877.41,55044.523148,1523663999999,439884522.7119489,351905,27485.083044,219615109.06229925,0,7999.01,7923.0,6953.79,6843.9,6782.72,7018.0,6895.8,6601.39,1
20180414,7877.48,8186.0,7810.0,7999.01,31621.286357,1523750399999,252868761.32061628,194500,16283.466045,130249061.31563611,0,8355.0,7877.41,7923.0,6953.79,6843.9,6782.72,7018.0,6895.8,1
20180415,8004.0,8429.54,7999.02,8355.0,27946.720444,1523836799999,230287099.58430216,181778,14619.464101,120469031.17164706,0,8064.92,7999.01,7877.41,7923.0,6953.79,6843.9,6782.72,7018.0,1
20180416,8355.07,8419.0,7867.0,8064.92,36664.069715,1523923199999,295817536.4749528,226748,17912.938455,144490340.31244087,0,7885.02,8355.0,7999.01,7877.41,7923.0,6953.79,6843.9,6782.72,1
20180417,8064.92,8173.7,7825.4,7885.02,32152.603567,1524009599999,258221765.57371348,221228,15662.79502,125845498.64315924,0,8173.0,8064.92,8355.0,7999.01,7877.41,7923.0,6953.79,6843.9,1
20180418,7890.96,8236.43,7868.0,8173.0,26969.04457,1524095999999,217649160.11017892,183472,14559.152289,117565317.94569089,0,8278.0,7885.02,8064.92,8355.0,7999.01,7877.41,7923.0,6953.79,1
20180419,8173.99,8296.0,8080.0,8278.0,27113.847464,1524182399999,222675105.7884542,196821,13747.595928,112939221.70278835,0,8856.98,8173.0,7885.02,8064.92,8355.0,7999.01,7877.41,7923.0,1
20180420,8273.84,8930.0,8177.09,8856.98,39795.337485,1524268799999,337288580.42571294,289687,21087.903673,178802594.3551453,0,8915.31,8278.0,8173.0,7885.02,8064.92,8355.0,7999.01,7877.41,1
20180421,8852.12,9035.0,8565.0,8915.31,40872.229909,1524355199999,358915978.10403395,295374,21145.842391,185753264.88447425,0,8787.02,8856.98,8278.0,8173.0,7885.02,8064.92,8355.0,7999.01,1
20180422,8915.31,9020.67,8727.68,8787.02,29458.25348,1524441599999,261804372.9093471,229871,14937.899116,132830238.35538778,0,8934.01,8915.31,8856.98,8278.0,8173.0,7885.02,8064.92,8355.0,1
20180423,8785.7,8985.0,8745.0,8934.01,25838.114709,1524527999999,229754640.59668773,190944,13246.605059,117823053.82786416,0,9619.99,8787.02,8915.31,8856.98,8278.0,8173.0,7885.02,8064.92,1
20180424,8934.0,9731.01,8922.0,9619.99,46268.790106,1524614399999,431210048.0625035,326608,24784.71044,231061865.29310417,0,8869.99,8934.01,8787.02,8915.31,8856.98,8278.0,8173.0,7885.02,1
20180426,8869.99,9307.48,8651.62,9266.0,43300.304245,1524787199999,385046648.1378661,285850,22640.669137,201458888.2401515,0,8915.35,8869.99,9619.99,8934.01,8787.02,8915.31,8856.98,8278.0,1
20180427,9267.03,9395.0,8889.0,8915.35,37241.347036,1524873599999,342805674.55176014,268471,18517.604275,170503662.7235787,0,9348.0,9266.0,8869.99,9619.99,8934.01,8787.02,8915.31,8856.98,1
20180428,8915.35,9427.48,8870.0,9348.0,34759.62842,1524959999999,321653866.2001887,257288,18251.631451,169069669.9073968,0,9419.0,8915.35,9266.0,8869.99,9619.99,8934.01,8787.02,8915.31,1
20180429,9348.0,9570.51,9163.74,9419.0,38149.850035,1525046399999,357004895.9636862,311494,19364.945182,181366653.81958613,0,9246.01,9348.0,8915.35,9266.0,8869.99,9619.99,8934.01,8787.02,1
20180430,9417.04,9458.64,9124.99,9246.01,35002.033875,1525132799999,325019389.2499412,285951,17461.189029,162179073.43816054,0,9071.48,9419.0,9348.0,8915.35,9266.0,8869.99,9619.99,8934.01,1
20180501,9246.01,9248.99,8800.49,9071.48,41018.463633,1525219199999,368688349.6216845,268741,20050.167844,180200005.01267996,0,9247.84,9246.01,9419.0,9348.0,8915.35,9266.0,8869.99,9619.99,1
20180502,9071.48,9268.0,8970.2,9247.84,26123.543961,1525305599999,238421833.7581133,188258,13960.455528,127439644.78329857,0,9750.0,9071.48,9246.01,9419.0,9348.0,8915.35,9266.0,8869.99,1
20180503,9247.81,9844.0,9168.4,9750.0,38768.388288,1525391999999,366028365.2271445,282581,21093.140343,199234352.40239447,0,9713.99,9247.84,9071.48,9246.01,9419.0,9348.0,8915.35,9266.0,1
20180504,9750.0,9830.04,9520.85,9713.99,28681.588879,1525478399999,277565997.63316435,210165,14779.499554,143070410.02237806,0,9864.0,9750.0,9247.84,9071.48,9246.01,9419.0,9348.0,8915.35,1
20180505,9714.0,10020.0,9682.0,9864.0,24990.018345,1525564799999,246807563.50646487,212076,13011.844293,128527642.99648473,0,9659.01,9713.99,9750.0,9247.84,9071.48,9246.01,9419.0,9348.0,1
20180506,9863.99,9970.0,9417.03,9659.01,27690.351559,1525651199999,267359420.30359015,229309,13297.506959,128427770.52523224,0,9365.0,9864.0,9713.99,9750.0,9247.84,9071.48,9246.01,9419.0,1
20180507,9661.02,9689.67,9181.0,9365.0,33787.640012,1525737599999,316015961.44182944,230754,15818.0488,147985335.4458844,0,9187.56,9659.01,9864.0,9713.99,9750.0,9247.84,9071.48,9246.01,1
20180508,9365.0,9475.7,9060.54,9187.56,25533.831889,1525823999999,236418155.68693513,189159,13086.547467,121220083.42296956,0,9310.0,9365.0,9659.01,9864.0,9713.99,9750.0,9247.84,9071.48,1
20180509,9178.0,9390.0,8965.0,9310.0,25673.524899,1525910399999,235736782.28825977,192337,13597.268159,124869560.73820227,0,9002.2,9187.56,9365.0,9659.01,9864.0,9713.99,9750.0,9247.84,1
20180510,9310.0,9395.12,8970.0,9002.2,25055.063718,1525996799999,231595002.59561664,221075,12548.13816,116002381.57104652,0,8400.0,9310.0,9187.56,9365.0,9659.01,9864.0,9713.99,9750.0,1
20180512,8405.94,8646.88,8153.0,8465.94,40241.32081,1526169599999,337899865.8601308,310305,19545.974195,164142437.41951767,0,8679.71,8400.0,9002.2,9310.0,9187.56,9365.0,9659.01,9864.0,1
20180513,8475.44,8763.36,8298.0,8679.71,25632.869362,1526255999999,219455683.08035553,215590,12797.047912,109577063.5715992,0,8663.34,8465.94,8400.0,9002.2,9310.0,9187.56,9365.0,9659.01,1
20180514,8679.71,8879.99,8277.0,8663.34,37389.666533,1526342399999,320583612.23009104,292731,18408.055641,157869523.76782727,0,8462.0,8679.71,8465.94,8400.0,9002.2,9310.0,9187.56,9365.0,1
20180515,8663.37,8859.99,8401.3,8462.0,28126.956136,1526428799999,242341031.0616692,360379,13977.497647,120464422.6243128,0,8330.0,8663.34,8679.71,8465.94,8400.0,9002.2,9310.0,9187.56,1
20180516,8462.0,8488.0,8083.01,8330.0,31130.718908,1526515199999,257056552.43007565,300842,15627.101368,129113378.7751384,0,8041.46,8462.0,8663.34,8679.71,8465.94,8400.0,9002.2,9310.0,1
20180517,8330.0,8464.0,7979.0,8041.46,25439.844799,1526601599999,209489039.34104192,310780,12489.264499,103022237.77329308,0,8239.81,8330.0,8462.0,8663.34,8679.71,8465.94,8400.0,9002.2,1
20180518,8038.82,8273.21,7911.9,8239.81,23476.158251,1526687999999,189870380.85778692,183913,12352.9627,99971085.72894707,0,8233.49,8041.46,8330.0,8462.0,8663.34,8679.71,8465.94,8400.0,1
20180520,8233.49,8609.0,8163.9,8526.98,19957.057109,1526860799999,167440553.7493928,161265,10632.450955,89177519.97189689,0,8381.24,8233.49,8239.81,8041.46,8330.0,8462.0,8663.34,8679.71,1
20180522,8386.89,8400.18,7935.11,7977.11,23710.902858,1527033599999,194335432.4375409,192154,11801.527076,96803604.56147256,0,7501.95,8381.24,8526.98,8233.49,8239.81,8041.46,8330.0,8462.0,1
20180525,7578.99,7649.55,7308.15,7457.0,26739.95664,1527292799999,199749585.9695036,239025,13830.870235,103360633.04654914,0,7333.96,7575.01,7501.95,7977.11,8381.24,8526.98,8233.49,8239.81,1
20180527,7334.0,7400.0,7231.11,7338.99,18706.945515,1527465599999,136710618.49801704,198341,10258.276953,74990830.63101184,0,7099.0,7333.96,7457.0,7575.01,7501.95,7977.11,8381.24,8526.98,1
20180529,7099.0,7540.0,7032.95,7461.29,39407.21183,1527638399999,288070643.9128678,237359,21855.93031,159656478.14262193,0,7375.96,7099.0,7338.99,7333.96,7457.0,7575.01,7501.95,7977.11,1
