,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20181118,0,82,208,31,0,0,14,202,11,32,14,10,23,25,6,0,42,112,55,28,40,20,50,10,0,0,0,32,94,40,0,34,7,53,0,22,0,31,10,14,11,7,14,68,20,0,10,28,42,42,10,0,24,10,91,21,14,24,0,20,24,0,0,0,0,0,10,28,0,0,11,0,10,25,42,0,35,14,105,0,11,17,21,75,0,22,123,265,71,20181118
20181119,0,82,208,31,0,0,14,202,11,32,14,10,23,25,6,0,42,112,55,28,40,20,50,10,0,0,0,32,94,40,0,34,7,53,0,22,0,31,10,14,11,7,14,68,20,0,10,28,42,42,10,0,24,10,91,21,14,24,0,20,24,0,0,0,0,0,10,28,0,0,11,0,10,25,42,0,35,14,105,0,11,17,21,75,0,22,123,265,71,20181119
20181202,10,56,225,28,0,14,14,142,11,25,30,39,11,85,6,0,42,66,36,26,0,35,138,10,28,8,23,25,14,34,0,11,18,52,0,100,0,10,42,7,11,14,28,101,20,0,0,0,25,25,10,0,0,24,54,35,95,56,53,9,10,0,0,0,14,18,25,0,0,0,25,11,36,11,78,25,28,42,168,52,11,6,24,0,0,39,119,265,79,20181202
20181203,10,56,214,28,0,0,14,178,11,11,12,48,11,69,6,14,42,80,32,53,0,31,82,10,0,7,34,25,28,24,0,60,40,24,43,72,0,24,43,21,25,0,0,55,34,0,15,0,82,11,10,14,14,24,11,49,96,95,68,9,0,0,0,14,0,10,22,0,0,0,25,0,36,11,46,26,84,28,162,62,11,6,24,14,0,26,83,265,6,20181203
20181207,11,56,180,21,0,71,28,156,11,0,11,10,11,142,2,0,52,126,0,36,10,20,127,20,24,49,10,25,26,133,7,21,17,40,44,171,11,35,10,53,21,47,0,30,20,36,83,0,11,11,24,0,28,24,10,63,38,28,14,0,37,0,0,28,14,0,10,0,11,40,11,0,46,49,66,60,0,50,194,11,11,76,56,39,22,26,147,265,27,20181207
20181208,10,56,338,29,14,82,15,130,11,12,11,0,11,166,6,0,42,84,14,52,0,34,65,24,28,59,22,40,10,81,0,49,21,10,79,83,12,36,10,25,21,0,0,24,27,20,36,0,40,11,38,14,0,10,54,70,0,15,14,0,45,0,0,0,0,0,10,0,0,0,11,14,20,11,49,59,14,35,206,11,11,87,14,54,131,10,145,265,48,20181208
20181212,14,57,210,40,14,14,14,130,11,0,41,36,11,68,20,0,42,178,28,58,28,32,67,10,1,0,26,54,10,89,0,33,26,26,45,57,0,10,52,32,11,0,12,12,41,21,10,14,43,11,24,0,14,10,0,46,28,24,12,0,36,0,0,0,14,0,34,0,12,40,30,0,10,25,39,30,10,0,247,38,11,69,0,14,99,0,131,265,47,20181212
20181214,0,42,275,21,11,11,20,142,11,26,11,0,11,123,6,29,42,181,0,60,24,20,64,10,0,0,34,41,28,56,10,60,12,52,50,119,42,52,24,22,11,10,25,28,31,14,0,26,26,11,46,11,0,24,37,57,56,0,35,0,25,0,0,56,11,0,62,15,0,52,11,0,24,22,89,14,83,7,232,63,11,38,0,67,28,7,133,265,31,20181214
20181216,0,42,275,21,11,11,20,142,11,26,11,0,11,123,6,29,42,181,0,60,24,20,64,10,0,0,34,41,28,56,10,60,12,52,50,119,42,52,24,22,11,10,25,28,31,14,0,26,26,11,46,11,0,24,37,57,56,0,35,0,25,0,0,56,11,0,62,15,0,52,11,0,24,22,89,14,83,7,232,63,11,38,0,67,28,7,133,265,31,20181216
20181217,0,42,275,21,11,11,20,142,11,26,11,0,11,123,6,29,42,181,0,60,24,20,64,10,0,0,34,41,28,56,10,60,12,52,50,119,42,52,24,22,11,10,25,28,31,14,0,26,26,11,46,11,0,24,37,57,56,0,35,0,25,0,0,56,11,0,62,15,0,52,11,0,24,22,89,14,83,7,232,63,11,38,0,67,28,7,133,265,31,20181217
20181220,11,52,254,35,0,66,14,134,11,24,0,0,11,74,6,0,56,78,0,40,0,20,22,10,28,14,57,100,14,197,39,22,14,49,40,54,0,35,21,53,25,14,0,51,52,14,0,0,11,11,14,10,0,10,125,11,11,11,10,0,43,0,0,24,14,0,10,14,0,37,11,0,10,39,57,39,11,39,189,42,11,113,22,49,42,0,159,265,171,20181220
20181223,11,62,278,35,28,37,28,134,11,38,0,37,11,35,6,0,56,78,24,14,14,20,64,17,14,0,10,62,14,92,7,62,0,28,14,45,0,24,49,47,11,0,28,15,83,0,12,0,0,33,16,10,14,10,148,11,14,25,54,0,22,0,0,24,0,0,10,0,0,14,25,0,10,23,34,0,25,28,142,107,34,96,31,80,26,28,155,265,168,20181223
20181224,11,56,275,35,40,40,14,156,23,37,0,64,11,52,6,0,42,128,37,63,14,34,65,25,14,14,0,102,21,49,28,65,14,14,42,48,0,32,73,38,18,0,0,25,48,0,10,0,0,22,11,0,0,10,121,11,14,25,10,9,37,0,0,14,0,22,21,0,0,28,11,0,29,49,43,14,53,14,145,37,22,38,25,52,76,14,95,265,97,20181224
20181226,11,56,246,35,47,63,0,176,11,10,14,34,11,57,6,14,42,196,90,62,10,34,107,29,8,10,0,73,28,50,28,50,24,40,80,55,0,73,58,38,11,7,0,54,58,0,8,0,0,22,26,0,0,10,74,26,12,11,0,0,25,0,0,54,0,0,50,0,11,14,11,0,21,49,55,14,25,0,191,64,22,6,11,14,87,14,95,265,70,20181226
20181228,32,42,284,21,0,54,14,134,22,28,0,0,11,135,6,0,42,141,38,42,14,34,88,10,40,14,10,90,38,79,14,23,0,11,42,26,0,34,66,42,11,25,0,42,10,12,0,0,0,34,14,26,0,46,35,65,39,36,0,0,22,0,0,0,28,16,10,14,0,12,11,21,0,11,52,0,54,0,144,25,11,36,14,28,53,0,145,275,27,20181228
20181230,25,198,219,21,15,0,14,144,11,0,0,11,11,36,6,14,53,81,15,0,29,70,10,32,0,0,11,82,38,65,12,11,0,39,0,26,0,38,24,21,11,8,24,25,10,10,0,0,14,117,68,24,0,51,25,21,103,63,0,0,49,0,0,28,14,37,10,14,0,0,49,0,0,11,42,0,14,0,177,46,11,32,0,0,0,0,121,275,47,20181230
20181231,25,198,219,21,15,0,14,144,11,0,0,11,11,36,6,14,53,81,15,0,29,70,10,32,0,0,11,82,38,65,12,11,0,39,0,26,0,38,24,21,11,8,24,25,10,10,0,0,14,117,68,24,0,51,25,21,103,63,0,0,49,0,0,28,14,37,10,14,0,0,49,0,0,11,42,0,14,0,177,46,11,32,0,0,0,0,121,275,47,20181231
20190103,27,96,208,35,0,42,115,172,11,7,14,35,11,67,6,0,53,97,28,67,10,48,84,10,0,14,0,142,10,90,0,60,7,22,42,100,0,58,55,14,22,0,25,7,10,0,24,0,0,11,28,0,52,92,99,46,66,90,10,0,32,0,0,14,14,21,10,14,12,14,22,0,14,45,34,40,64,42,218,10,11,34,0,0,103,0,121,279,68,20190103
20190105,45,82,190,42,0,0,38,142,11,12,14,31,11,167,6,0,53,133,42,38,10,40,42,24,24,0,8,73,14,51,0,81,14,14,14,90,0,35,20,29,11,0,0,32,10,14,14,40,65,11,0,0,0,77,38,11,59,11,0,0,36,0,0,0,0,17,10,39,0,0,25,0,26,25,132,0,47,36,221,63,11,39,0,0,106,35,133,275,67,20190105
20190106,45,82,190,42,0,0,38,142,11,12,14,31,11,167,6,0,53,133,42,38,10,40,42,24,24,0,8,73,14,51,0,81,14,14,14,90,0,35,20,29,11,0,0,32,10,14,14,40,65,11,0,0,0,77,38,11,59,11,0,0,36,0,0,0,0,17,10,39,0,0,25,0,26,25,132,0,47,36,221,63,11,39,0,0,106,35,133,275,67,20190106
20190107,45,82,190,42,0,0,38,142,11,12,14,31,11,167,6,0,53,133,42,38,10,40,42,24,24,0,8,73,14,51,0,81,14,14,14,90,0,35,20,29,11,0,0,32,10,14,14,40,65,11,0,0,0,77,38,11,59,11,0,0,36,0,0,0,0,17,10,39,0,0,25,0,26,25,132,0,47,36,221,63,11,39,0,0,106,35,133,275,67,20190107
20190113,15,77,248,66,0,26,14,158,11,26,50,14,11,150,6,21,70,91,40,24,14,44,61,17,54,0,14,36,0,38,0,64,0,80,11,114,14,50,10,56,11,0,23,14,31,0,0,24,64,11,28,0,40,20,40,41,66,73,58,0,20,0,0,0,0,24,24,0,0,0,11,0,0,53,50,0,0,14,170,64,11,126,14,14,17,26,121,279,54,20190113
20190114,11,66,200,35,14,23,42,156,11,26,51,82,11,107,6,28,42,81,39,0,0,20,89,10,24,0,0,79,14,41,28,76,14,70,0,111,34,33,45,28,11,0,14,14,24,14,12,0,10,18,0,0,22,20,10,11,34,64,40,21,10,0,0,28,0,11,22,0,0,0,32,0,0,23,40,0,28,14,190,38,11,80,24,23,14,24,109,265,20,20190114
20190117,7,116,237,42,24,40,7,144,11,0,22,0,11,125,6,0,42,132,56,28,14,27,117,10,14,0,26,28,0,20,0,87,7,11,14,111,0,10,93,55,11,0,10,0,24,20,0,14,104,11,28,14,47,19,7,57,10,0,53,0,34,0,0,20,14,8,10,36,0,28,23,0,25,11,96,43,7,25,218,0,11,39,14,28,52,0,121,265,30,20190117
20190119,35,62,227,31,0,80,84,166,11,0,36,0,11,137,6,0,42,103,4,52,24,30,47,52,14,14,0,81,0,204,26,67,14,23,24,70,0,31,85,0,22,28,0,39,24,83,0,11,16,11,26,34,21,49,0,11,40,62,24,0,61,0,0,0,0,27,10,38,26,0,11,0,31,22,131,10,35,10,211,29,11,61,28,40,82,0,95,265,6,20190119
20190120,14,56,210,21,11,24,58,158,23,22,22,28,11,89,6,0,42,133,82,70,28,20,68,30,42,14,14,62,0,200,26,118,21,11,14,51,0,24,69,28,22,0,0,38,10,49,0,0,23,19,49,10,28,85,0,11,24,50,0,9,46,0,0,0,0,25,10,63,37,0,11,0,0,32,76,23,28,14,187,25,11,73,24,10,78,0,135,265,6,20190120
20190123,14,56,210,21,11,24,58,158,23,22,22,28,11,89,6,0,42,133,82,70,28,20,68,30,42,14,14,62,0,200,26,118,21,11,14,51,0,24,69,28,22,0,0,38,10,49,0,0,23,19,49,10,28,85,0,11,24,50,0,9,46,0,0,0,0,25,10,63,37,0,11,0,0,32,76,23,28,14,187,25,11,73,24,10,78,0,135,265,6,20190123
20190127,20,88,289,35,28,0,0,156,22,12,10,0,11,79,6,0,53,111,43,22,38,20,75,10,14,0,0,18,0,44,52,11,31,28,49,35,40,24,10,0,33,0,0,29,57,0,14,14,78,25,0,0,14,27,34,35,28,0,92,0,10,0,0,0,0,10,10,0,28,0,11,14,28,37,38,0,7,14,122,0,11,39,0,40,28,91,109,265,6,20190127
20190128,20,88,289,35,28,0,0,156,22,12,10,0,11,79,6,0,53,111,43,22,38,20,75,10,14,0,0,18,0,44,52,11,31,28,49,35,40,24,10,0,33,0,0,29,57,0,14,14,78,25,0,0,14,27,34,35,28,0,92,0,10,0,0,0,0,10,10,0,28,0,11,14,28,37,38,0,7,14,122,0,11,39,0,40,28,91,109,265,6,20190128
20190131,12,137,225,21,28,18,35,166,11,0,0,0,21,81,6,11,53,171,34,0,0,20,27,10,0,50,14,35,11,98,28,67,34,34,48,76,31,10,56,14,25,7,7,0,34,0,24,0,10,11,44,14,36,48,114,11,28,41,0,0,41,0,0,40,28,78,18,11,26,14,37,0,0,71,49,10,26,0,255,36,11,54,0,0,24,14,109,265,109,20190131
20190202,24,78,208,42,0,0,28,146,11,14,0,14,11,79,6,24,42,149,8,28,51,20,107,51,28,7,25,11,28,111,0,11,26,10,10,58,26,10,20,0,11,0,0,14,66,0,0,0,21,11,48,14,65,34,87,11,14,14,0,0,64,0,0,31,14,26,10,0,0,26,11,0,28,43,61,0,0,0,191,51,11,76,14,0,62,28,147,265,98,20190202
20190203,31,52,185,21,0,0,14,170,11,0,14,44,11,158,6,14,42,236,28,14,25,34,78,51,42,28,26,11,11,78,0,53,50,10,7,78,24,10,10,14,11,0,11,28,24,0,14,0,14,25,10,14,20,34,86,25,28,14,0,0,33,0,0,31,14,10,24,0,11,40,11,0,0,57,80,0,0,0,212,38,11,69,0,14,45,14,123,265,122,20190203
20190204,0,65,260,33,0,0,14,144,22,11,0,39,11,91,6,0,42,186,40,14,24,32,151,10,25,14,24,51,12,80,0,76,54,37,28,52,0,38,38,14,39,0,0,40,39,14,25,0,14,11,0,14,0,20,50,39,14,0,12,9,60,0,0,8,0,0,24,0,0,0,11,0,0,73,14,28,7,0,156,54,18,52,38,12,25,7,107,265,68,20190204
20190208,24,30,73,10,10,43,16,256,16,0,0,8,0,54,16,16,24,110,0,10,0,0,41,0,22,0,23,0,11,163,0,28,0,0,29,30,0,0,12,0,7,0,12,12,0,11,10,11,33,5,0,0,15,59,53,12,19,0,12,0,44,0,0,7,15,10,22,0,0,0,0,0,10,24,20,0,0,0,61,32,5,69,46,19,34,0,68,320,12,20190208
20190217,0,43,122,7,10,18,30,219,16,2,0,11,0,40,0,16,24,65,0,44,55,19,10,0,35,0,0,0,0,146,16,11,7,20,51,10,0,0,7,48,0,0,12,22,7,7,0,29,39,15,10,0,42,16,12,0,0,0,12,1,77,0,0,0,28,0,12,15,11,10,0,0,15,24,0,0,0,0,94,21,5,38,54,0,24,0,83,272,2,20190217
20190218,0,43,122,7,10,18,30,219,16,2,0,11,0,40,0,16,24,65,0,44,55,19,10,0,35,0,0,0,0,146,16,11,7,20,51,10,0,0,7,48,0,0,12,22,7,7,0,29,39,15,10,0,42,16,12,0,0,0,12,1,77,0,0,0,28,0,12,15,11,10,0,0,15,24,0,0,0,0,94,21,5,38,54,0,24,0,83,272,2,20190218
20190224,0,18,83,7,0,49,16,298,5,2,0,0,0,65,0,14,24,112,22,12,37,0,10,16,12,0,10,0,0,221,0,22,20,7,16,22,0,15,10,14,0,10,11,12,26,0,22,0,20,13,15,10,12,10,28,11,34,0,33,1,159,0,0,0,28,0,8,10,23,12,10,0,42,0,24,10,0,0,99,58,5,114,0,0,43,21,95,344,18,20190224
20190225,0,18,83,7,0,49,16,298,5,2,0,0,0,65,0,14,24,112,22,12,37,0,10,16,12,0,10,0,0,221,0,22,20,7,16,22,0,15,10,14,0,10,11,12,26,0,22,0,20,13,15,10,12,10,28,11,34,0,33,1,159,0,0,0,28,0,8,10,23,12,10,0,42,0,24,10,0,0,99,58,5,114,0,0,43,21,95,344,18,20190225
20190228,0,0,101,12,11,33,26,268,5,61,12,11,0,59,0,6,24,68,0,0,16,0,60,15,24,0,0,0,19,176,0,23,0,39,26,45,11,16,0,30,0,0,0,24,10,0,2,0,57,5,10,0,0,36,59,0,0,0,12,1,125,0,0,0,0,20,20,0,11,0,0,0,10,10,21,10,17,20,174,53,5,86,25,0,46,0,132,368,18,20190228
20190301,0,0,79,17,0,33,16,268,5,37,10,38,0,69,1,6,24,83,0,0,16,0,106,15,48,0,22,0,24,196,0,76,19,20,36,58,12,16,0,20,19,10,12,46,0,0,0,0,32,5,10,0,0,38,72,0,12,0,12,1,135,0,0,0,0,0,23,12,24,12,0,0,10,10,12,0,11,21,101,58,5,88,15,0,94,0,97,345,18,20190301
20190302,0,20,75,0,26,19,42,294,5,36,0,0,0,51,0,6,24,79,0,0,16,0,49,16,12,0,0,0,0,245,0,29,10,7,36,24,0,16,0,0,10,0,14,44,0,0,40,0,32,5,0,0,50,26,22,0,11,12,20,1,146,0,0,0,0,51,10,62,12,10,0,0,0,12,42,0,31,31,118,76,5,44,12,0,68,0,111,356,14,20190302
20190303,0,28,83,7,26,19,42,306,5,35,0,0,0,43,0,6,24,71,0,0,16,0,41,16,12,0,0,0,0,245,0,22,10,0,36,24,0,16,0,0,10,0,0,44,0,0,48,0,32,5,0,0,50,26,22,0,11,12,12,1,146,0,0,0,0,36,10,62,12,10,0,0,0,12,50,0,31,31,118,68,5,44,12,0,68,0,99,356,14,20190303
20190304,0,53,57,0,15,19,31,288,5,24,0,0,0,64,0,6,24,68,0,0,23,0,63,16,22,0,0,0,0,234,0,22,10,0,26,24,0,16,23,0,10,0,7,46,0,0,63,0,33,5,0,0,40,26,22,0,12,0,12,1,147,0,0,0,0,37,10,30,12,10,0,0,18,28,63,0,43,32,105,69,5,41,12,0,68,0,99,356,14,20190304
20190308,10,22,74,0,0,19,47,264,5,2,0,0,0,64,0,6,0,86,30,0,0,0,11,16,0,0,0,0,11,242,0,34,12,44,54,64,0,0,10,7,0,0,11,12,0,10,0,0,22,5,0,0,55,23,52,22,10,10,31,1,146,0,0,0,0,20,0,24,11,12,10,1,32,0,30,20,12,8,76,43,5,30,15,0,42,22,108,340,2,20190308
20190310,0,35,75,14,11,30,16,264,5,2,0,0,0,85,0,6,0,106,1,27,0,0,42,45,0,0,19,0,0,275,0,34,10,57,59,58,0,0,0,7,0,0,0,34,0,0,0,0,10,5,0,0,64,0,21,22,22,0,10,1,159,0,0,0,0,10,0,22,12,10,0,0,25,0,11,21,0,11,81,0,5,31,0,0,54,10,92,340,14,20190310
20190311,0,35,75,14,11,30,16,264,5,2,0,0,0,85,0,6,0,106,1,27,0,0,42,45,0,0,19,0,0,275,0,34,10,57,59,58,0,0,0,7,0,0,0,34,0,0,0,0,10,5,0,0,64,0,21,22,22,0,10,1,159,0,0,0,0,10,0,22,12,10,0,0,25,0,11,21,0,11,81,0,5,31,0,0,54,10,92,340,14,20190311
20190321,7,20,65,0,33,32,31,220,17,13,15,20,0,121,0,22,34,70,10,31,0,0,47,0,0,20,0,0,0,206,0,11,0,76,47,34,0,0,49,7,28,0,7,30,11,0,0,7,44,10,0,0,52,15,59,0,12,0,0,1,125,0,0,0,0,0,0,27,23,0,0,0,14,10,12,0,18,12,113,0,5,54,16,0,37,31,83,276,46,20190321
20190322,0,10,29,7,10,32,31,231,17,2,15,10,0,85,0,34,22,91,10,31,0,0,16,0,0,30,13,0,0,218,0,0,0,89,47,23,11,0,19,30,12,0,12,12,17,7,0,7,10,18,0,0,30,15,29,0,29,0,12,1,125,0,0,0,0,0,0,27,22,0,0,0,14,20,21,0,11,12,98,0,5,44,16,0,37,21,72,276,58,20190322
20190323,0,10,127,0,0,23,32,269,5,3,0,10,0,81,0,57,44,76,20,32,14,0,47,26,0,36,10,0,0,238,0,0,0,77,58,22,12,0,10,19,10,0,11,24,10,0,0,7,25,8,0,0,16,16,58,0,18,0,11,0,147,0,0,0,0,0,0,12,11,0,0,0,16,10,10,0,10,32,154,23,5,70,16,0,26,10,28,280,88,20190323
20190324,0,0,111,0,0,23,32,225,5,2,0,0,0,69,0,46,20,82,11,43,11,0,44,15,0,25,12,0,0,229,0,0,7,57,47,32,0,0,40,0,46,0,12,12,10,0,0,0,17,5,0,0,16,16,35,0,10,0,12,1,148,0,0,0,0,14,0,12,11,0,27,0,16,10,10,0,10,23,147,34,5,49,16,0,36,10,62,252,68,20190324
20190325,0,8,87,0,0,23,46,218,5,13,0,0,0,77,0,32,33,52,17,32,0,0,44,15,0,15,18,0,0,228,8,15,0,58,47,18,0,0,0,0,12,0,0,0,24,0,7,0,0,6,0,0,16,16,26,0,0,11,0,1,146,0,0,0,0,27,0,12,0,0,12,1,16,0,8,0,33,30,145,66,5,64,34,0,38,21,74,264,108,20190325
20190327,0,7,79,0,0,23,32,208,5,25,0,0,0,32,0,22,43,70,10,44,12,0,36,15,23,43,10,0,0,231,0,0,0,76,47,12,0,0,15,11,18,7,0,0,0,7,0,0,0,5,0,0,16,16,15,7,0,57,0,0,135,0,0,0,0,0,0,12,0,0,10,2,16,19,0,0,12,22,121,50,5,49,16,12,28,0,96,276,129,20190327
20190329,0,12,91,0,0,23,32,231,5,15,0,0,0,75,0,22,22,86,0,44,7,0,60,15,0,25,0,0,0,217,0,0,12,32,59,41,0,0,7,20,0,0,12,0,7,0,0,0,0,5,0,0,16,16,56,12,0,20,0,0,134,0,0,0,12,16,8,0,12,0,10,1,16,20,0,0,10,24,140,22,5,49,24,10,26,10,85,300,111,20190329
20190330,0,10,59,0,0,34,32,194,5,25,0,26,0,45,0,16,12,96,0,32,0,0,81,15,0,25,0,0,0,228,10,12,0,12,47,44,0,0,0,17,18,0,22,24,0,0,0,0,0,5,0,0,16,23,37,12,0,10,0,1,125,0,0,0,0,29,0,0,0,0,20,0,43,27,0,7,12,24,97,43,5,56,16,10,16,10,95,285,112,20190330
20190401,0,30,88,0,0,30,44,217,5,16,0,10,0,46,0,22,45,72,0,32,0,7,46,22,24,45,0,12,0,207,11,10,7,12,54,44,0,0,11,10,21,0,23,21,0,28,0,0,0,33,0,28,16,16,38,12,0,13,0,8,146,7,0,0,0,10,37,28,12,0,7,11,55,28,0,0,18,24,74,21,5,49,37,0,24,0,84,292,103,20190401
20190402,0,32,137,0,11,34,32,226,17,35,0,10,0,70,1,22,24,42,0,43,0,0,54,15,10,35,0,23,0,217,12,0,7,12,70,22,0,30,10,0,20,0,0,10,12,10,0,0,12,15,0,10,16,16,48,12,0,0,0,1,137,0,0,0,11,0,27,10,12,0,0,0,26,31,0,0,10,24,105,10,5,75,28,0,16,0,51,273,132,20190402
20190403,0,31,161,0,23,38,54,197,17,26,0,0,0,52,0,22,22,31,0,43,0,0,47,16,0,37,0,22,0,266,0,0,0,12,43,20,0,22,21,0,21,0,0,12,0,20,0,0,12,25,0,20,23,38,107,12,0,0,11,0,167,0,0,0,0,0,20,35,0,0,24,0,16,22,7,0,33,24,91,11,5,62,26,0,0,11,98,276,109,20190403
20190404,0,31,161,0,23,38,54,197,17,26,0,0,0,52,0,22,22,31,0,43,0,0,47,16,0,37,0,22,0,266,0,0,0,12,43,20,0,22,21,0,21,0,0,12,0,20,0,0,12,25,0,20,23,38,107,12,0,0,11,0,167,0,0,0,0,0,20,35,0,0,24,0,16,22,7,0,33,24,91,11,5,62,26,0,0,11,98,276,109,20190404
20190405,0,18,211,17,15,79,47,216,5,2,0,0,0,58,0,6,12,58,11,53,0,0,20,16,0,20,0,26,0,267,0,23,0,44,32,23,12,48,0,11,10,0,0,11,7,0,0,0,10,5,12,0,16,47,153,19,0,0,0,1,184,0,0,0,15,0,0,0,12,0,21,0,36,43,12,20,0,12,146,11,5,28,0,11,12,0,99,280,160,20190405
20190409,11,30,136,0,36,76,47,283,5,36,15,0,0,84,0,6,10,111,26,26,0,0,57,16,0,0,12,0,0,237,0,49,0,26,42,33,0,0,0,0,0,0,7,12,0,0,0,0,12,30,13,0,38,85,59,12,12,10,8,1,159,0,0,0,0,0,8,42,12,0,7,1,46,18,0,12,7,24,122,11,5,26,0,0,0,10,57,308,55,20190409
20190412,10,7,126,0,26,66,72,267,5,20,15,0,0,124,0,6,0,146,0,16,7,0,46,0,0,0,23,10,0,238,7,61,0,12,32,45,0,0,0,25,0,10,11,11,7,10,0,0,0,13,25,0,47,108,114,24,0,11,0,1,111,0,0,8,15,0,0,16,0,0,11,1,30,0,22,12,21,24,128,34,5,17,0,0,1,10,57,304,82,20190412
20190413,12,0,111,10,16,109,42,267,5,38,15,0,0,72,2,6,21,140,12,27,11,0,49,10,7,11,10,19,0,199,0,46,0,12,43,18,0,0,0,33,0,10,11,19,7,0,0,0,0,5,15,0,29,94,69,33,0,10,8,1,111,0,0,0,15,0,0,16,0,0,0,1,0,0,15,12,7,24,115,46,5,17,0,0,0,10,69,304,59,20190413
20190414,12,0,159,18,16,76,52,278,5,14,15,0,0,44,0,6,11,118,10,27,0,0,36,24,7,11,10,21,0,199,7,41,0,12,32,18,0,0,7,43,0,10,22,12,0,0,0,0,0,5,15,0,29,94,103,33,11,10,7,1,111,0,0,0,15,11,0,16,0,0,0,1,0,0,15,12,7,24,103,43,5,17,0,0,0,10,58,304,91,20190414
20190415,10,0,147,12,16,101,42,251,5,13,15,0,0,34,0,6,22,109,18,28,0,0,44,20,0,10,0,30,0,190,0,21,0,12,44,0,0,0,0,22,0,0,12,0,0,0,0,0,11,5,15,0,29,108,90,44,0,0,0,1,132,0,0,0,15,14,0,16,0,7,0,0,0,0,15,12,0,24,110,46,5,17,0,0,0,11,57,276,72,20190415
20190416,22,0,224,17,23,61,54,225,5,25,16,0,0,12,0,13,22,85,21,15,0,0,16,21,11,17,0,10,0,260,0,21,7,19,31,0,0,0,11,0,0,0,0,0,7,0,0,0,10,5,0,10,24,86,135,22,0,0,0,1,159,0,0,0,23,10,8,31,0,0,0,0,0,8,0,12,10,12,94,20,5,10,23,10,0,12,95,304,87,20190416
20190417,30,22,226,0,16,60,42,270,5,13,16,0,0,22,0,6,31,95,0,35,20,0,28,0,0,0,11,11,19,271,0,7,0,8,42,0,0,0,22,0,7,0,12,12,0,0,7,20,30,5,0,10,28,79,135,20,0,11,0,1,140,0,0,0,16,23,0,31,0,0,7,21,0,0,0,12,21,35,91,34,5,9,11,10,11,10,46,300,54,20190417
20190418,30,22,226,0,16,60,42,270,5,13,16,0,0,22,0,6,31,95,0,43,28,0,28,0,0,0,11,11,19,271,7,7,7,8,42,0,0,0,22,0,0,0,12,12,0,0,0,35,45,5,0,10,28,79,135,20,0,11,0,1,140,0,0,0,16,23,0,31,0,0,7,21,0,0,0,12,21,35,91,34,5,9,11,10,11,10,46,300,54,20190418
20190422,7,12,139,18,16,50,31,282,5,25,16,30,0,32,0,6,22,83,0,25,10,0,40,0,0,0,19,0,0,250,0,10,0,19,41,12,0,0,10,0,0,19,12,12,10,12,0,10,10,5,0,20,16,79,71,10,0,26,11,1,121,0,0,12,16,0,42,31,0,10,0,21,20,0,0,12,17,55,171,23,5,9,0,0,11,0,46,312,101,20190422
20190423,0,12,74,14,11,18,28,230,5,14,16,10,0,21,0,6,10,131,18,16,7,0,23,0,0,0,10,24,0,301,7,17,22,12,85,12,0,12,20,0,0,12,22,12,15,10,0,0,11,5,15,10,16,64,28,0,0,34,0,0,143,7,0,0,27,0,20,16,0,0,0,12,12,0,0,12,0,34,218,68,5,32,27,0,30,0,68,298,104,20190423
20190424,0,36,84,0,19,7,39,263,5,15,16,10,0,70,0,6,10,97,12,16,0,0,35,0,11,0,10,11,0,274,0,0,0,55,55,31,0,22,17,0,0,40,21,12,22,0,0,0,0,5,15,10,16,75,40,11,0,20,8,1,154,0,0,11,16,7,31,16,0,0,0,0,11,0,12,23,0,25,195,74,5,32,15,0,29,20,46,298,104,20190424
20190426,0,44,142,0,10,18,58,230,5,36,16,0,0,32,0,6,12,88,10,16,7,0,39,0,0,0,0,36,0,266,0,12,0,44,55,23,11,10,21,0,0,23,21,12,22,21,0,0,0,5,15,10,16,84,73,20,0,10,33,1,119,0,0,0,16,0,12,16,11,20,0,0,30,7,0,32,0,24,197,50,5,45,15,0,10,11,68,286,94,20190426
20190427,7,77,134,18,10,42,37,254,5,45,16,0,0,31,0,6,12,48,10,16,0,0,51,0,0,0,0,10,0,260,11,18,0,22,32,30,12,11,21,18,0,30,12,12,7,0,7,0,0,5,0,0,23,42,115,10,7,8,36,1,132,0,0,0,16,19,18,15,11,0,10,0,21,0,0,22,11,36,183,62,5,2,16,0,52,22,57,290,89,20190427
20190428,7,60,124,0,12,27,38,232,5,35,16,0,0,17,0,6,0,60,0,16,0,0,62,0,11,0,0,22,0,253,0,14,0,22,32,22,0,0,10,7,0,22,11,24,0,0,0,0,0,5,0,11,31,49,113,10,0,12,11,1,132,0,0,0,16,32,26,15,23,0,11,0,22,8,12,22,17,24,177,67,5,10,16,0,63,36,67,290,73,20190428
