,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20220314,0,12,52,0,10,31,12,270,0,46,28,13,60,44,1,6,0,44,12,51,0,11,26,16,32,0,0,20,27,53,0,12,0,17,33,22,16,0,10,0,61,10,16,27,12,46,11,0,89,0,0,0,0,12,0,43,32,21,0,1,20,22,14,0,11,11,12,16,93,16,0,1,0,0,2,12,0,12,85,66,0,0,24,0,0,28,155,438,0,20220314
20220315,10,12,54,0,0,21,10,249,0,37,16,11,60,33,1,10,0,56,12,16,0,12,34,16,44,0,0,33,37,43,0,12,0,17,45,0,16,0,21,0,60,10,16,15,0,25,10,0,61,0,0,20,0,11,0,32,44,70,0,1,22,22,6,0,32,0,0,16,115,16,0,3,0,0,20,10,12,12,109,67,0,10,10,0,0,40,193,422,0,20220315
20220316,10,36,40,10,12,11,0,237,0,26,16,0,60,44,1,16,0,33,12,27,0,2,36,15,66,0,0,22,16,43,0,0,0,1,21,46,15,33,11,0,60,21,16,16,0,16,10,0,50,0,0,20,0,0,0,67,43,41,0,1,42,22,6,0,21,12,0,65,127,16,0,23,0,12,24,37,12,0,73,34,0,20,0,0,0,28,222,438,0,20220316
20220317,0,0,58,10,0,0,0,219,0,13,16,0,60,56,1,0,0,21,24,16,10,0,26,27,54,0,0,0,16,66,0,11,12,42,0,54,16,21,0,0,60,21,16,26,0,39,0,21,91,0,0,10,0,0,0,85,32,36,11,1,43,22,6,0,11,33,0,61,91,26,0,12,0,22,23,68,0,20,67,34,0,34,0,23,0,16,203,422,0,20220317
20220327,0,34,111,0,12,0,0,263,0,13,12,10,60,24,1,6,13,43,26,88,63,0,12,36,24,0,0,10,15,90,22,0,0,53,15,66,25,14,28,12,60,22,10,37,40,55,26,10,118,0,0,10,0,0,0,84,31,0,0,1,43,22,6,22,34,42,0,11,70,15,0,0,0,0,10,0,0,0,127,78,0,52,0,0,16,12,159,422,0,20220327
20220401,54,22,101,10,0,0,0,174,0,26,0,12,60,37,1,6,0,20,12,10,0,21,25,0,16,27,0,12,24,32,40,20,0,26,10,72,66,0,22,16,60,21,0,0,0,10,42,0,37,11,0,62,0,0,0,148,26,40,0,1,32,44,20,0,21,0,10,0,109,0,0,21,0,0,0,0,0,0,78,54,0,39,0,31,10,0,252,438,0,20220401
20220402,22,30,108,0,0,0,0,218,0,14,0,22,60,28,1,18,0,10,0,12,27,32,0,12,27,26,10,10,15,56,43,11,0,28,0,59,32,0,12,16,60,20,0,0,0,12,47,11,33,11,0,42,0,0,0,160,28,21,0,0,33,44,20,10,20,12,0,10,93,0,0,31,11,0,12,0,0,0,64,87,0,34,12,31,0,0,208,438,0,20220402
20220419,0,0,50,0,0,20,0,226,0,4,0,22,60,12,1,42,0,11,0,50,10,0,10,20,0,32,0,11,56,55,28,24,0,0,28,109,48,0,12,27,60,10,0,16,22,61,16,42,82,0,0,21,0,36,11,16,0,50,10,1,22,22,6,15,11,0,0,24,91,85,0,2,12,36,24,0,0,0,144,41,0,10,10,0,43,24,198,438,0,20220419
20220423,0,53,91,15,0,22,0,239,0,25,12,24,60,22,1,42,0,11,23,53,0,0,23,1,24,37,44,10,32,58,0,23,0,23,23,44,27,39,0,40,60,34,0,49,0,32,31,32,58,0,0,43,0,16,0,32,0,52,0,1,43,33,9,16,21,0,0,0,70,32,0,2,31,0,25,44,0,0,104,11,0,31,0,21,32,0,194,422,0,20220423
20220425,0,0,43,16,0,32,0,203,0,13,0,0,60,31,1,22,24,0,0,95,25,2,15,0,51,16,0,27,16,35,0,23,11,12,0,52,16,55,0,16,60,24,0,16,0,63,32,32,58,0,0,12,0,16,0,32,31,42,0,1,23,11,3,28,11,0,0,22,82,32,0,1,0,0,59,11,0,0,143,30,0,11,49,0,0,0,219,422,0,20220425
20220429,16,0,83,32,11,11,16,212,0,49,36,0,60,45,1,6,0,10,15,56,21,0,0,10,16,27,0,28,10,83,27,0,0,55,51,62,0,44,22,0,60,21,27,0,0,31,46,33,71,0,12,31,23,0,0,0,27,19,0,1,42,22,6,0,43,0,0,21,104,22,0,1,20,0,62,50,0,0,155,67,0,20,32,12,0,21,210,422,0,20220429
20220501,28,0,85,16,58,20,39,238,0,17,91,0,60,24,1,18,0,36,16,12,11,10,0,0,12,27,12,12,0,74,47,21,0,43,16,98,0,46,21,0,60,12,21,0,0,71,44,13,63,0,23,22,12,0,16,11,0,11,39,12,36,34,6,20,11,10,0,0,92,68,0,0,0,0,16,42,0,54,123,34,0,12,16,11,15,44,200,438,0,20220501
20220502,33,0,84,0,0,22,23,285,0,25,44,26,60,77,1,0,0,28,10,64,10,11,10,0,12,0,44,15,16,77,12,10,11,53,0,36,0,31,45,15,60,0,0,0,0,68,50,20,73,0,11,0,21,0,16,11,16,0,27,10,43,43,17,0,0,0,0,32,103,101,0,10,0,21,11,16,0,44,86,62,0,20,32,0,10,34,185,438,0,20220502
20220506,12,0,76,0,0,11,10,254,0,40,26,12,60,55,2,6,0,38,0,63,10,0,85,22,24,0,0,1,11,66,0,26,0,54,32,72,26,12,11,16,60,10,0,11,0,59,128,38,37,0,12,26,0,0,0,74,26,0,0,10,33,11,3,0,52,10,0,22,101,67,0,10,0,0,35,0,0,28,156,46,0,32,0,0,23,0,198,438,0,20220506
20220512,0,11,40,12,0,10,0,260,0,35,16,21,60,83,2,6,0,49,11,84,12,0,43,0,12,24,0,0,15,64,0,61,0,25,52,67,45,0,0,28,60,32,15,36,0,27,17,38,38,0,0,16,21,0,0,52,27,25,11,1,53,11,11,0,42,0,0,10,70,0,23,11,0,24,24,0,0,16,174,56,0,20,0,11,0,0,150,406,0,20220512
20220517,11,0,88,0,10,33,0,242,0,34,35,10,60,67,1,6,24,10,11,16,21,11,12,12,27,0,22,21,16,89,24,0,0,23,0,86,0,34,21,0,60,31,0,0,0,36,25,27,53,0,12,16,0,12,10,32,0,13,0,1,42,22,6,0,22,0,0,12,95,15,12,0,0,24,65,11,0,0,119,22,0,21,20,12,11,45,184,438,0,20220517
20220519,0,24,81,32,0,12,21,217,0,4,0,10,60,0,1,6,0,23,0,77,0,0,33,10,55,12,0,40,71,70,45,15,0,32,50,133,11,63,11,0,60,32,0,10,0,40,16,26,42,0,31,16,0,10,0,36,34,21,0,0,43,33,17,22,0,0,0,21,97,16,0,11,0,41,26,32,0,0,95,22,0,22,0,21,0,21,221,438,0,20220519
20220522,0,0,68,0,32,22,0,280,0,27,22,0,60,11,1,17,11,21,27,67,0,0,12,23,79,12,0,29,60,69,12,26,0,12,29,43,0,41,12,12,60,10,20,12,0,39,16,16,32,0,0,26,8,0,0,22,0,43,0,1,20,0,0,36,24,0,0,10,86,26,10,0,10,12,62,0,11,0,102,55,0,0,11,0,0,21,148,406,0,20220522
20220523,0,12,116,0,43,22,0,236,12,38,10,11,60,30,1,16,10,22,34,55,0,0,12,0,65,22,0,39,60,48,33,25,0,0,29,44,0,41,10,10,60,10,10,12,0,50,40,40,53,0,0,27,11,11,0,0,0,40,0,1,22,11,3,35,21,12,0,0,86,17,0,2,12,12,58,0,0,0,88,34,0,11,31,0,0,0,180,406,0,20220523
20220524,0,0,98,10,31,22,0,217,21,70,0,33,60,30,1,6,12,33,13,45,0,0,12,34,54,10,0,39,60,81,32,51,10,22,49,90,24,41,0,10,60,22,0,12,0,50,37,50,90,0,0,27,11,12,0,0,0,19,0,0,43,11,3,23,0,11,0,0,98,17,0,1,0,0,40,10,10,0,180,26,0,21,21,0,0,24,183,390,0,20220524
20220525,0,22,100,10,10,23,11,205,11,56,0,32,60,32,1,6,12,21,0,67,0,0,0,0,43,10,24,50,60,82,20,37,0,47,60,98,10,29,0,10,60,21,0,11,0,51,40,26,63,0,0,27,0,23,0,12,0,19,0,1,42,11,3,11,0,12,0,0,109,17,0,1,0,0,26,12,10,12,135,24,0,10,10,0,11,24,195,390,0,20220525
20220529,0,0,21,0,10,10,0,282,0,14,0,12,60,30,1,0,11,22,0,105,20,27,64,20,33,0,10,44,42,75,0,12,0,70,32,42,0,32,43,0,60,10,0,1,0,59,10,37,63,0,0,0,12,16,0,65,16,0,0,1,31,22,6,55,21,10,10,31,94,12,0,11,0,23,10,11,10,11,115,65,0,10,22,11,10,45,140,422,0,20220529
20220601,0,0,73,0,10,11,0,216,0,12,21,0,60,10,1,6,14,0,0,82,0,16,85,0,35,0,11,32,32,141,33,12,0,54,64,48,0,32,0,0,60,21,0,0,0,16,24,15,53,0,0,11,0,16,0,24,50,0,0,1,53,22,6,42,31,21,12,11,70,10,10,12,11,33,42,11,0,0,143,57,0,10,45,0,0,0,217,422,0,20220601
20220602,0,21,42,0,0,11,21,170,0,2,10,11,60,32,1,36,0,15,62,57,0,27,16,0,24,0,0,12,24,75,35,0,0,1,25,24,0,0,10,0,60,22,0,62,10,32,10,37,65,0,22,0,0,16,0,10,28,41,0,1,43,54,6,32,10,0,0,0,82,0,10,12,20,33,21,10,0,0,164,32,0,21,0,35,10,0,227,422,0,20220602
20220603,0,11,34,0,0,24,0,195,0,2,0,10,60,10,1,36,0,26,62,79,0,16,27,11,12,0,0,12,0,75,10,22,0,1,37,21,0,0,31,0,60,10,10,62,10,42,22,48,74,0,12,0,0,16,0,0,16,0,0,1,21,54,6,32,0,10,0,0,81,0,0,0,0,21,22,0,0,0,130,78,0,10,0,35,12,12,215,422,0,20220603
20220605,0,11,30,12,0,10,10,288,0,48,0,0,60,0,1,0,0,27,43,57,25,16,20,22,53,0,0,0,10,83,0,15,0,22,0,10,11,0,0,0,60,20,38,43,0,53,33,46,87,0,0,0,0,16,0,10,0,31,0,1,20,44,6,0,34,0,0,23,83,12,0,1,0,11,33,12,0,12,93,41,0,22,10,37,20,22,118,406,0,20220605
20220614,44,0,109,0,12,54,21,204,0,3,12,10,60,12,1,18,24,16,44,47,15,16,0,0,29,0,0,21,10,227,10,37,0,22,23,32,23,0,0,0,60,10,15,32,0,0,12,26,47,0,0,10,0,16,0,0,23,21,11,0,44,11,3,0,21,0,0,11,70,10,0,0,0,0,22,11,1,12,159,31,0,12,33,16,10,33,171,375,0,20220614
20220620,38,10,83,0,23,76,0,210,0,14,0,31,60,11,1,18,10,26,43,117,0,0,12,11,28,15,0,26,0,121,0,39,10,30,60,35,0,51,0,0,60,22,16,32,0,24,0,16,72,0,27,15,0,42,0,11,0,0,0,10,23,22,14,0,21,0,24,0,92,21,0,0,0,0,0,21,0,0,112,21,0,41,48,16,23,0,180,390,0,20220620
20220623,0,0,30,0,0,32,0,195,0,24,0,22,60,48,1,18,23,16,44,107,0,0,21,30,39,15,12,15,12,95,0,41,0,12,29,45,11,29,0,0,60,21,16,43,11,22,11,48,96,0,15,15,0,21,0,0,23,0,12,1,42,11,3,0,10,0,0,0,82,0,0,11,0,12,32,10,12,0,147,34,0,20,15,16,0,35,181,390,0,20220623
20220624,0,0,64,0,0,21,11,195,0,23,0,0,60,95,1,18,13,16,55,116,11,0,10,10,39,15,0,38,70,88,0,39,0,21,53,45,10,29,0,0,60,21,26,33,22,0,10,16,62,0,15,26,11,31,0,0,11,0,0,1,42,11,3,0,11,0,0,0,70,0,0,0,0,12,21,12,0,10,154,68,0,32,15,16,0,36,195,390,0,20220624
20220626,21,0,10,0,20,21,0,260,0,12,0,0,60,92,1,34,35,10,22,143,25,10,49,0,51,16,12,0,12,65,11,68,0,1,53,74,31,32,0,0,60,10,16,1,0,22,0,27,69,0,25,0,0,11,0,31,34,20,0,1,20,11,3,41,21,15,0,0,92,0,10,1,0,12,32,24,0,0,192,44,10,0,11,12,0,36,155,417,0,20220626
20220628,10,10,52,0,0,22,12,259,0,2,0,10,60,35,1,22,10,0,36,109,15,11,48,0,26,16,0,10,0,57,10,32,0,0,32,37,10,42,21,43,60,12,16,0,0,64,0,49,81,0,36,0,12,0,0,44,0,19,0,1,23,33,9,31,46,15,0,21,80,0,0,11,0,12,31,0,12,0,136,68,0,10,10,21,0,12,147,406,0,20220628
20220630,21,0,132,0,0,10,0,208,0,26,0,0,60,27,1,22,0,42,22,85,53,11,48,0,36,25,24,23,26,44,15,0,0,10,25,28,22,11,0,0,70,10,0,21,0,32,0,63,123,0,16,16,11,0,0,33,59,11,30,1,20,11,3,28,0,16,0,0,81,39,12,0,0,0,45,0,28,21,120,44,0,31,11,0,11,0,218,438,0,20220630
20220701,21,0,131,0,0,10,0,219,0,26,0,0,60,39,1,22,0,21,22,73,41,11,58,0,48,25,24,21,28,44,15,0,0,10,25,28,22,11,0,11,84,10,0,21,0,21,0,37,95,0,16,28,11,0,0,33,59,11,30,1,20,11,3,28,0,16,0,0,91,39,12,0,0,0,43,0,28,21,90,24,0,31,0,12,23,0,207,438,0,20220701
20220702,23,0,128,0,0,10,0,251,0,17,0,32,60,47,1,16,0,32,33,82,32,1,48,24,0,16,34,11,65,87,16,12,0,0,55,37,0,49,0,0,70,10,0,23,22,22,11,11,53,0,16,26,12,0,0,21,81,10,16,0,34,11,3,12,0,16,10,12,91,38,0,0,0,0,56,0,28,11,145,33,0,47,10,10,20,10,175,438,0,20220702
20220704,0,11,50,0,63,43,0,308,0,13,11,0,60,27,1,16,0,12,0,82,32,0,48,0,0,16,12,10,69,98,16,12,10,11,45,16,0,29,11,0,60,10,0,10,21,22,21,36,102,0,16,16,0,12,0,20,81,49,16,1,22,33,17,33,0,39,0,0,80,16,0,11,10,10,57,0,40,0,187,23,0,11,53,0,24,0,125,422,0,20220704
20220705,0,1,59,0,54,42,0,309,0,15,12,0,60,17,1,16,0,0,0,72,32,0,48,0,12,16,12,10,56,58,16,12,21,11,45,16,12,29,10,0,60,12,0,10,11,30,11,0,84,0,16,16,12,0,0,20,94,32,16,1,23,33,17,23,0,28,0,0,80,16,11,11,10,10,37,0,38,0,170,12,0,10,45,0,0,0,113,422,0,20220705
20220706,0,0,58,0,0,0,0,233,0,14,0,0,60,38,1,16,0,0,20,61,32,10,80,0,24,16,0,0,45,65,16,12,0,0,45,64,12,29,10,0,60,21,0,0,10,43,0,24,43,0,16,26,12,0,12,0,93,22,27,1,42,22,6,0,31,28,0,10,70,16,11,1,10,0,14,0,28,0,115,12,0,20,0,10,12,12,171,406,0,20220706
20220707,0,10,48,0,12,0,0,242,0,37,0,31,60,51,1,16,0,0,10,82,42,0,70,0,0,16,24,0,66,64,28,0,0,0,77,60,10,41,11,0,60,10,0,0,11,33,0,32,113,1,28,28,10,0,0,11,101,11,16,1,20,22,6,11,10,16,0,12,81,16,11,11,0,0,25,0,37,0,179,34,0,10,0,10,0,12,136,390,0,20220707
20220709,0,12,68,0,12,10,0,206,0,14,20,11,60,106,1,6,6,36,0,70,16,0,70,12,12,16,11,0,63,55,16,0,10,40,59,56,32,44,0,0,70,10,0,0,0,20,0,11,57,0,0,28,0,0,0,35,103,40,27,1,44,0,0,10,0,0,0,10,123,37,0,2,0,0,114,11,16,0,173,22,0,24,0,0,15,44,172,390,0,20220709
20220710,0,10,80,0,12,32,0,152,0,14,0,11,60,72,1,6,12,0,24,48,16,34,57,0,0,28,12,0,85,56,48,0,0,0,48,22,10,44,0,0,60,10,13,0,12,43,0,0,32,0,0,26,23,0,0,33,79,76,26,0,23,33,17,12,24,0,0,33,119,26,0,2,12,24,56,10,16,0,138,55,0,24,12,0,15,22,226,390,0,20220710
20220720,0,0,41,10,0,11,0,215,0,3,16,67,60,57,1,16,22,23,0,73,0,0,25,11,24,0,0,0,32,75,0,1,0,38,22,22,10,0,0,0,75,43,0,22,27,75,10,62,83,0,0,0,0,14,0,32,22,54,33,1,53,33,17,10,53,21,0,0,112,10,0,12,0,38,13,0,0,0,121,45,0,11,10,0,37,33,177,416,10,20220720
20220727,11,0,44,10,12,10,10,209,0,14,28,62,70,20,11,6,0,12,12,95,25,0,27,0,12,0,0,0,12,96,0,11,0,16,0,12,0,23,12,0,60,33,0,0,0,42,0,52,108,0,0,11,0,16,0,22,0,0,22,1,43,33,9,34,12,0,0,10,70,0,0,0,11,16,22,10,0,24,78,35,0,42,10,11,28,23,157,390,0,20220727
20220801,10,0,33,22,35,44,10,204,11,13,23,63,60,24,1,16,21,23,43,118,37,0,42,0,12,15,0,0,36,86,12,23,15,12,10,10,0,12,11,12,60,22,11,0,0,33,0,106,138,0,0,10,0,27,29,10,10,0,0,1,22,0,0,0,31,0,0,10,70,11,10,0,0,10,10,11,0,0,62,55,0,11,41,20,16,0,179,395,0,20220801
20220814,11,0,47,0,12,0,0,264,0,26,0,21,60,86,1,16,0,63,34,79,85,12,24,0,27,11,15,10,36,92,0,24,0,24,21,49,0,52,46,12,76,22,0,26,0,52,11,52,96,0,12,0,0,16,53,12,0,21,11,1,44,33,9,12,56,11,51,27,92,0,0,10,16,0,42,0,20,15,152,32,0,10,12,0,11,35,162,438,0,20220814
20220815,10,10,22,0,0,34,0,282,0,24,0,0,60,93,1,6,10,38,12,117,65,2,34,0,28,11,0,61,11,65,0,35,0,24,32,76,10,34,26,12,76,10,0,27,0,67,11,81,162,0,0,0,0,12,32,1,0,23,10,1,20,33,9,12,10,10,38,10,102,21,0,1,11,12,0,0,20,0,105,1,0,0,22,27,0,21,139,422,0,20220815
20220817,0,10,33,0,0,10,0,193,0,15,0,11,60,84,1,17,0,38,33,103,84,0,34,0,28,0,0,15,0,75,12,24,0,12,0,64,0,24,16,11,76,23,12,16,12,53,0,47,93,0,0,12,0,0,10,21,22,33,0,1,42,33,17,12,42,0,28,0,94,0,0,13,0,0,12,22,10,0,111,21,0,11,23,35,22,11,211,406,0,20220817
20220820,0,0,43,0,0,0,0,362,0,2,12,22,60,74,1,6,0,44,0,71,27,0,12,0,51,15,0,26,22,121,36,0,0,57,0,62,10,0,53,0,71,21,10,32,0,48,0,27,43,0,0,0,0,0,0,0,15,0,0,1,54,22,14,0,0,11,0,0,81,0,31,0,43,0,68,24,10,35,139,56,0,31,24,31,0,1,114,426,0,20220820
20220823,0,0,31,27,10,49,11,311,0,3,23,12,60,48,1,6,0,11,12,27,31,0,12,11,36,64,20,39,10,124,26,10,0,24,11,34,0,12,30,0,60,33,12,0,0,69,10,10,22,0,0,0,10,22,10,22,22,31,0,1,42,22,6,0,10,10,22,0,81,20,0,1,0,0,68,0,10,16,140,45,0,21,37,10,0,11,168,438,0,20220823
20220901,10,0,41,0,0,22,0,232,0,37,0,40,60,10,1,6,0,0,0,64,0,21,12,16,12,11,0,11,15,139,0,10,12,34,40,46,37,0,27,0,60,31,0,12,12,83,26,37,59,0,0,10,25,15,16,10,0,12,0,1,42,11,3,0,85,30,0,0,115,22,0,30,11,12,63,10,12,0,62,0,0,30,0,0,40,0,170,414,0,20220901
20220902,0,0,32,12,0,10,0,267,0,46,0,39,60,22,1,6,0,34,0,63,0,10,20,16,12,10,0,11,27,138,0,0,10,32,39,36,38,0,15,0,60,22,11,0,12,61,16,27,59,0,12,0,24,15,16,23,0,9,0,1,55,11,3,0,63,42,12,0,92,10,0,1,11,0,53,10,10,0,73,70,0,10,0,0,26,12,159,438,0,20220902
20220908,0,22,69,0,11,20,11,250,0,25,0,94,60,21,1,6,12,22,24,75,11,32,24,0,24,16,0,45,16,63,0,12,0,22,72,0,0,0,10,16,84,21,1,0,0,50,0,11,54,11,0,0,27,0,0,12,0,13,0,1,42,44,20,12,11,31,10,0,81,0,0,0,0,11,25,10,21,0,123,37,0,10,12,11,0,23,171,434,10,20220908
20220917,0,20,32,11,11,27,0,278,0,15,22,0,60,1,1,6,0,25,0,69,10,0,32,34,0,10,11,0,28,76,11,24,0,32,27,22,16,24,38,0,60,32,16,27,0,16,0,69,114,0,0,0,0,27,22,0,26,19,0,1,53,0,0,10,32,11,0,0,92,28,16,23,0,11,10,39,11,15,215,78,0,10,0,21,10,0,171,438,0,20220917
20220921,21,0,53,0,0,23,0,253,0,23,12,0,60,102,2,6,0,41,0,108,39,0,12,0,43,23,0,12,0,77,23,0,12,39,79,49,21,45,11,22,60,34,12,28,16,22,0,15,46,0,0,32,12,26,0,11,38,13,10,1,54,22,6,0,22,0,0,0,101,10,0,22,0,23,20,68,0,16,150,35,0,31,0,12,0,36,186,438,0,20220921
20220923,0,0,43,11,26,30,0,209,0,25,0,0,60,45,1,6,0,0,0,132,53,0,12,22,53,10,0,15,16,96,42,12,0,34,48,96,0,0,0,0,60,22,23,10,0,22,0,40,81,0,14,0,0,16,0,11,16,23,0,1,33,76,20,12,34,44,0,0,105,0,0,21,0,21,0,42,12,10,138,48,0,10,10,0,0,56,229,438,0,20220923
20220924,0,0,33,11,28,12,0,232,0,22,20,51,60,86,1,6,0,10,12,95,52,0,39,0,27,0,10,10,16,67,22,34,0,11,12,77,0,0,15,0,60,12,1,11,0,11,0,26,51,0,40,11,0,0,11,10,16,0,0,1,23,54,20,12,36,33,10,12,83,0,10,0,0,11,26,10,36,21,75,43,0,10,12,0,12,58,179,450,0,20220924
20220927,0,0,20,0,43,12,0,233,0,4,12,109,60,1,1,18,0,12,35,44,16,0,38,10,0,23,12,0,26,70,12,24,11,10,24,33,0,24,15,12,60,12,10,10,0,47,10,0,11,0,16,0,10,0,0,54,10,0,33,1,23,22,6,0,0,0,0,0,81,0,0,0,0,0,16,21,0,0,171,33,0,10,12,0,16,0,205,438,0,20220927
20221001,26,0,113,0,12,11,0,230,0,4,33,26,60,60,1,19,12,56,27,117,95,0,32,0,0,11,0,27,27,96,23,39,0,0,11,61,10,26,42,0,60,31,0,0,11,47,12,63,105,0,12,43,12,11,0,0,0,32,20,1,45,22,14,0,22,0,0,0,93,10,0,20,11,12,11,0,27,0,59,25,0,12,0,27,0,34,196,449,0,20221001
20221002,16,0,38,0,12,10,0,222,0,2,12,16,60,92,1,6,12,20,16,76,44,0,43,36,0,21,0,16,16,56,21,26,0,12,47,55,36,10,44,0,71,20,0,11,10,50,12,0,27,0,12,22,0,0,0,48,11,21,21,1,44,22,14,0,20,0,0,32,81,21,0,12,21,57,23,0,16,15,235,57,0,10,0,37,0,49,204,438,0,20221002
20221003,27,0,59,0,12,11,0,219,0,3,43,11,60,89,1,6,0,33,31,80,12,12,39,0,0,16,0,0,31,32,16,28,10,33,69,33,36,21,0,0,70,10,0,0,0,70,10,37,146,0,12,12,9,11,0,26,10,11,10,10,34,33,17,0,11,0,0,0,92,0,0,1,12,0,63,0,16,16,96,75,0,11,10,0,0,71,218,438,0,20221003
20221006,27,11,37,0,0,0,0,236,0,13,0,12,60,67,1,6,0,0,26,44,0,10,47,22,23,16,0,0,31,22,16,28,0,93,101,24,28,0,11,0,60,10,0,0,0,78,42,27,82,0,0,22,0,0,0,49,0,10,33,1,22,33,17,10,30,0,23,0,70,0,0,1,21,22,54,0,16,16,185,33,0,10,0,10,0,84,203,438,0,20221006
20221011,0,0,63,0,0,31,0,144,0,13,24,0,0,52,1,6,2,12,12,62,12,0,48,0,11,37,10,22,12,76,38,12,10,22,72,74,37,12,31,0,0,20,12,0,0,21,59,26,67,0,22,0,10,14,0,26,31,39,15,1,43,24,0,12,30,0,0,0,70,27,0,14,15,22,42,10,0,16,111,22,0,24,10,0,0,17,143,335,0,20221011
20221013,0,0,30,0,0,35,0,140,0,3,0,10,0,75,1,1,2,12,12,72,22,0,15,12,11,16,0,24,11,87,16,12,0,23,94,29,48,12,0,0,0,22,0,10,0,21,59,26,53,0,0,10,12,25,11,26,0,30,15,1,43,0,0,10,56,11,0,0,70,15,10,2,15,0,74,21,11,16,143,43,0,24,0,0,0,41,183,335,0,20221013
20221015,0,0,33,0,11,22,0,165,0,67,0,0,0,68,1,6,2,10,12,128,39,0,24,0,11,37,12,22,0,33,48,0,0,23,48,66,33,0,0,20,0,10,0,0,0,55,26,40,90,0,0,25,0,16,0,37,0,10,16,2,11,0,0,12,0,12,0,65,92,16,0,10,28,0,52,0,0,0,53,0,0,28,0,0,12,25,159,324,0,20221015
20221017,0,21,44,0,0,12,0,204,0,37,0,10,0,16,1,29,14,0,12,150,71,34,23,12,11,12,12,0,12,42,12,0,24,21,48,54,0,0,0,0,0,10,20,10,0,49,16,32,68,12,11,0,0,28,0,33,0,33,16,2,32,0,0,12,22,0,0,69,92,16,15,1,26,24,10,0,0,11,42,20,0,48,24,0,12,35,147,340,0,20221017
20221018,0,0,41,0,10,34,10,162,0,14,0,15,0,27,1,6,2,0,37,90,74,0,27,12,23,0,12,12,26,75,12,10,0,59,16,68,10,10,0,12,0,21,0,15,0,40,37,16,30,0,10,12,15,16,0,24,27,0,49,2,54,0,0,24,21,12,0,58,92,16,26,0,37,24,31,0,0,29,120,32,0,67,22,0,12,13,180,356,0,20221018
20221026,0,0,101,0,0,20,0,169,0,48,10,16,0,22,1,6,2,10,32,76,64,14,74,0,23,0,0,0,54,93,0,0,10,12,15,0,34,12,0,12,0,22,0,35,10,60,0,16,88,0,0,0,0,14,0,20,12,12,46,2,43,0,0,28,33,20,10,11,70,22,28,12,11,0,40,24,0,54,133,32,0,31,15,0,0,1,159,340,0,20221026
20221027,0,0,90,0,0,20,0,157,0,48,10,38,0,0,1,18,2,0,32,118,85,14,62,0,11,0,0,0,42,83,0,0,10,12,15,12,21,12,0,11,0,41,0,20,10,107,0,47,119,0,0,0,0,14,0,10,0,32,39,1,43,12,0,28,44,20,10,10,70,22,28,1,10,0,32,24,0,44,120,31,0,32,27,0,0,1,183,340,0,20221027
20221101,0,12,54,0,0,11,10,154,0,12,0,0,0,32,13,16,34,34,48,113,91,16,24,0,23,0,0,42,38,79,21,16,0,46,10,99,0,0,16,0,0,11,0,12,0,36,0,59,141,10,0,0,10,16,0,0,0,41,16,2,33,0,0,16,11,0,0,10,81,0,0,2,0,0,12,26,0,0,32,11,0,23,10,22,0,46,174,351,0,20221101
20221102,12,10,64,32,0,0,22,181,0,44,0,0,0,0,1,28,25,33,48,93,61,16,0,10,24,0,10,12,38,119,22,50,0,26,0,63,10,12,16,0,0,31,0,12,0,26,0,69,131,0,10,11,0,16,0,43,10,40,26,1,43,0,0,26,45,0,11,0,70,0,0,12,10,0,22,16,11,0,36,0,0,20,0,30,0,34,191,351,0,20221102
20221105,0,10,42,0,11,11,0,122,0,24,0,11,0,11,1,6,2,34,35,148,71,16,57,0,12,0,10,10,26,74,0,50,0,60,21,74,0,12,16,10,0,10,11,0,31,57,10,57,141,0,11,0,10,37,0,10,0,23,38,1,22,0,0,40,10,36,0,0,70,33,10,1,0,0,22,16,0,0,63,50,0,33,0,24,11,11,201,335,0,20221105
20221111,0,10,30,0,12,40,0,95,0,13,16,34,0,98,1,16,2,0,11,93,32,11,43,0,0,0,45,11,12,98,0,26,10,28,22,74,56,0,16,0,0,10,0,55,0,56,20,57,105,0,0,12,0,0,0,11,0,0,0,1,44,0,0,12,20,0,0,0,70,38,10,0,10,0,10,28,16,10,137,54,0,0,10,10,0,11,243,340,0,20221111
20221117,12,0,56,0,12,0,0,137,0,45,26,12,0,48,1,18,2,15,21,76,0,10,36,12,0,0,0,21,10,83,0,23,0,12,0,44,30,16,0,10,0,21,12,42,12,113,50,0,32,0,0,0,0,0,0,10,0,0,0,2,33,0,0,12,21,0,15,0,70,26,0,0,0,0,10,16,16,0,81,10,0,12,0,0,24,55,203,340,10,20221117
